student_id,first_name,last_name,email,phone,date_of_birth,gender,nationality,home_country,home_city,native_language,current_gpa,previous_education_level,field_of_study,institution_type,standardized_test_score,academic_achievements,research_experience,family_income_bracket,financial_aid_needed,tuition_budget,living_expense_budget,has_scholarship,financial_support_source,intended_career_field,career_importance_score,job_market_priority,entrepreneurship_interest,research_interest,industry_preference,preferred_destinations,language_barrier_concern,cultural_adaptation_confidence,visa_processing_importance,post_study_work_priority,permanent_residence_interest,family_influence_score,peer_influence_score,consultant_influence_score,university_ranking_importance,cost_sensitivity_score,safety_importance_score,risk_tolerance_score,decision_making_style,information_seeking_behavior,technology_comfort_level,social_network_size,adaptability_score,applications_submitted,acceptances_received,final_destination_country,final_university_tier,application_success_rate,decision_satisfaction_score,consultation_sessions,information_search_hours,application_preparation_time,decision_timeline_days,stress_level_score,confidence_level_score
816,Daniel,Dodson,andersonmonique@example.com,+1-304-460-2602x0831,2006-07-10,Female,Indonesia,Indonesia,Mckeeborough,Arabic,3.7,Diploma,International Relations,Public,335,2,False,"<$10,000",True,46104,16207,False,Family Savings,Entrepreneurship,6,4,9,2,Technology,Canada,8,4,5,5,2,6,9,1,2,10,8,7,Collaborative,Consultant-Dependent,4,5,7,4,3,Canada,Tier 3 (Top 200),75.0,4,5,184,222,108,6,3
817,Kyle,Best,nguyendaniel@example.com,818.399.4031,1999-03-20,Female,Pakistan,Pakistan,Reynoldshaven,German,2.75,High School,Engineering,Private,284,3,False,"$75,000-$100,000",False,31138,22661,False,Mixed Sources,Media,5,9,10,10,Technology,Canada,7,9,2,8,3,10,4,1,1,9,1,6,Analytical,Technology-Assisted,9,1,9,4,2,Canada,Tier 1 (Top 50),50.0,1,1,59,140,319,1,6
818,Megan,Owens,marilynbriggs@example.com,201.462.0056,2003-12-24,Male,Nigeria,Nigeria,Melissaville,Japanese,2.65,High School,Architecture,International,316,6,False,"<$10,000",True,77967,10460,False,Personal Savings,Finance,5,7,6,8,Technology,"Netherlands,Germany,Canada,Switzerland",2,3,6,10,7,9,4,7,3,1,8,5,Flexible,Technology-Assisted,10,2,3,9,0,,,0.0,1,14,158,106,30,4,4
819,Christina,Moss,cherylmata@example.net,+1-588-815-8032x5514,2001-09-10,Female,Indonesia,Indonesia,Jenniferfurt,Spanish,3.78,Bachelor's,Biotechnology,Public,320,10,False,"<$10,000",False,79223,19316,False,Government Funding,Legal,1,5,5,6,Academia,"Switzerland,New Zealand",7,5,2,7,7,5,6,1,9,7,3,10,Cautious,Family-Guided,3,3,4,3,3,Switzerland,Tier 2 (Top 100),100.0,7,3,79,312,530,7,5
820,Robert,Burns,debramitchell@example.net,261.360.3941,1999-05-10,Male,India,India,Davidside,Thai,3.53,Master's,Chemistry,Private,292,3,False,"<$10,000",True,39182,16889,True,Employer Sponsorship,Manufacturing,5,3,4,10,Academia,"Switzerland,Japan,France,Singapore",9,2,10,3,6,1,7,10,7,6,7,10,Decisive,Peer-Influenced,6,10,7,5,3,Japan,Tier 1 (Top 50),60.0,3,7,186,113,172,4,7
821,Nicholas,Smith,patrickcampbell@example.com,779-905-4657x0222,1997-02-01,Female,Indonesia,Indonesia,Port Curtisside,Turkish,3.75,Bachelor's,Data Science,International,329,7,False,"$10,000-$25,000",True,20762,22888,False,Government Funding,Government,2,1,3,1,Technology,"Canada,New Zealand,Germany,France",1,3,7,10,2,5,5,8,4,6,4,5,Intuitive,Self-Directed,4,10,2,3,1,France,Tier 1 (Top 50),33.3,7,3,71,93,571,7,7
822,Linda,Castillo,deborah88@example.org,510.925.1540,2007-06-19,Other,Brazil,Brazil,Littlefurt,Bengali,2.5,Master's,Finance,Public,1328,10,False,"$75,000-$100,000",True,40839,8584,True,Family Savings,Media,2,9,2,5,Academia,"Sweden,Japan,New Zealand,France",4,4,5,3,5,3,6,4,10,4,10,3,Collaborative,Self-Directed,3,6,8,10,7,France,Tier 3 (Top 200),70.0,1,13,56,263,497,5,6
823,Sarah,Bass,colleenhartman@example.net,336-239-5540,2007-04-09,Female,Ethiopia,Ethiopia,Leburgh,Swahili,3.57,Diploma,Pharmacy,Private,1317,6,False,"$50,000-$75,000",False,26557,8518,False,Employer Sponsorship,Media,5,8,2,9,Academia,"Japan,Singapore,New Zealand",9,4,6,9,9,10,5,8,8,1,7,10,Decisive,Peer-Influenced,9,6,4,5,5,Japan,Tier 4 (Below 200),100.0,8,11,23,106,354,5,7
824,Hannah,Jones,murphyzachary@example.org,328-907-9618x256,2004-07-09,Female,Iran,Iran,Tonychester,Swahili,3.62,High School,Electrical Engineering,Public,1315,7,True,">$100,000",False,66135,18748,True,Family Savings,Media,10,3,1,9,Technology,UK,9,6,8,3,1,4,6,1,2,10,5,8,Decisive,Minimal Research,8,10,7,5,3,UK,Tier 4 (Below 200),60.0,8,11,60,288,627,7,6
825,Janet,Collins,ejohnson@example.org,(846)223-0146x7658,2005-09-20,Male,Kenya,Kenya,Curtismouth,Arabic,2.77,Diploma,Electrical Engineering,International,322,4,True,"<$10,000",False,26940,18477,True,Scholarship,Healthcare,6,8,2,8,Technology,"New Zealand,France,UK",5,10,1,10,10,7,8,2,1,9,1,1,Flexible,Technology-Assisted,9,8,3,7,2,France,Tier 4 (Below 200),28.6,6,11,54,277,719,5,10
826,John,Potter,dawn62@example.org,769-744-4429x3925,2004-08-30,Female,Mexico,Mexico,Lake Connor,Dutch,2.6,High School,Biotechnology,Public,335,7,False,"$10,000-$25,000",False,30205,22156,False,Government Funding,Government,6,8,7,10,Government,"Sweden,Japan,Australia,Germany",3,7,6,9,5,8,6,1,4,2,1,5,Pragmatic,Consultant-Dependent,5,1,8,10,1,Germany,Tier 1 (Top 50),10.0,10,11,185,351,216,9,1
827,Karen,Collins,morenotroy@example.net,654.621.3276x35083,2004-10-20,Female,Nigeria,Nigeria,East Cindyberg,Persian,3.19,High School,Mathematics,Private,290,4,False,"$25,000-$50,000",False,42734,24398,True,Educational Loan,Manufacturing,4,1,7,2,Finance,"Canada,France",4,7,10,6,10,3,6,6,9,8,7,8,Decisive,Technology-Assisted,1,8,9,4,0,,,0.0,3,11,137,120,565,4,10
828,Henry,Sanchez,jessica31@example.org,001-383-541-0114,1996-10-30,Other,Ghana,Ghana,Davisborough,Vietnamese,2.81,Master's,Medicine,Public,339,1,True,"$75,000-$100,000",False,26537,22463,False,Mixed Sources,Consulting,7,5,4,8,Healthcare,"Australia,New Zealand,USA",10,6,2,10,10,6,7,7,4,1,1,7,Decisive,Multiple-Source,3,2,1,8,1,USA,Tier 1 (Top 50),12.5,5,7,76,58,486,9,8
829,Crystal,King,judithgrimes@example.org,759.626.4091x1797,2002-01-03,Female,Nepal,Nepal,Howardchester,Arabic,3.22,High School,Environmental Science,Private,290,8,True,">$100,000",False,43879,23099,False,Mixed Sources,Government,1,6,5,7,Technology,"Germany,Switzerland,New Zealand",10,1,8,2,3,3,10,10,7,10,10,2,Cautious,Self-Directed,9,3,8,3,0,,,0.0,2,11,42,323,283,4,2
830,Donna,Graham,michaelbradshaw@example.net,+1-303-288-0404x77324,2003-11-03,Male,Iran,Iran,Craigview,Arabic,3.64,Bachelor's,International Relations,International,298,2,True,"$50,000-$75,000",False,20478,12437,True,Scholarship,Energy,10,2,3,9,Government,"Canada,Singapore,France",2,10,6,7,9,2,8,7,6,6,9,10,Collaborative,Peer-Influenced,4,6,6,5,5,Canada,Tier 1 (Top 50),100.0,3,9,92,314,532,1,7
831,Erica,Fisher,moralesmatthew@example.net,+1-451-818-1696x0941,1999-09-27,Other,Pakistan,Pakistan,West Anthony,Vietnamese,3.06,Diploma,Chemistry,Public,302,1,True,"$50,000-$75,000",True,41905,18151,False,Government Funding,Legal,8,5,10,8,Finance,"Germany,Singapore,France,New Zealand",1,8,3,9,5,4,2,1,2,9,6,1,Analytical,Minimal Research,6,7,5,8,0,,,0.0,3,12,183,203,585,2,1
832,Yolanda,Ramos,ytaylor@example.net,(779)420-1523,2000-07-31,Female,Nigeria,Nigeria,Wagnermouth,German,3.38,Diploma,Law,Public,331,5,True,"$10,000-$25,000",False,66498,17688,True,Employer Sponsorship,Education,6,4,5,1,Finance,"Australia,Germany",8,8,5,10,1,7,4,4,8,10,3,3,Optimistic,Peer-Influenced,9,2,10,4,2,Germany,Tier 2 (Top 100),50.0,5,1,56,141,526,5,4
833,Jodi,Marshall,mcdonaldandrea@example.org,(318)346-5493,2000-06-18,Female,Bangladesh,Bangladesh,Andersonfurt,Dutch,3.63,Diploma,Data Science,International,1444,10,False,"$75,000-$100,000",True,32673,19645,False,Government Funding,Entrepreneurship,8,8,2,4,Technology,"Netherlands,Japan",1,10,9,6,10,10,2,10,9,2,8,5,Pragmatic,Family-Guided,7,7,6,6,4,Japan,Tier 3 (Top 200),66.7,9,8,175,300,569,6,9
834,Gabrielle,Smith,jessicagoodman@example.com,3763841998,2003-03-18,Other,Kenya,Kenya,West Marvinborough,Bengali,2.9,Diploma,Business Administration,International,318,0,True,"$50,000-$75,000",True,70329,18490,True,Scholarship,Finance,6,8,10,1,Finance,"Sweden,Japan,Singapore",5,4,8,3,5,2,3,4,9,5,9,8,Pragmatic,Technology-Assisted,7,2,10,4,4,Japan,Tier 2 (Top 100),100.0,3,13,154,295,510,6,6
835,Maria,Nelson,juan79@example.net,+1-501-293-1887,2006-03-12,Female,South Korea,South Korea,Port Eric,Italian,2.85,High School,Engineering,Public,303,8,False,"$25,000-$50,000",True,52463,15343,False,Mixed Sources,Research,5,3,6,8,Academia,"Netherlands,Canada,Sweden",2,3,4,10,9,4,4,1,7,6,4,4,Cautious,Family-Guided,6,10,8,8,8,Sweden,Tier 1 (Top 50),100.0,10,1,156,232,190,9,3
836,Kristen,Fisher,john29@example.com,738.506.9782x0708,2000-05-05,Male,Sri Lanka,Sri Lanka,Cooperberg,Arabic,3.2,Bachelor's,Environmental Science,Private,295,5,True,"$50,000-$75,000",False,29384,24890,False,Employer Sponsorship,Energy,4,7,3,6,Finance,"Netherlands,USA,New Zealand,Sweden",10,8,9,6,7,6,1,1,5,5,6,1,Pragmatic,Peer-Influenced,10,7,3,12,0,,,0.0,2,11,30,38,482,10,4
837,Jeremy,Burns,cookescott@example.com,727-619-8450x099,2007-06-09,Male,Mexico,Mexico,Hollyton,Korean,3.43,High School,Architecture,Public,327,7,True,"$50,000-$75,000",True,19435,23034,False,Family Savings,Government,6,4,4,1,Government,"Canada,Germany,France,Switzerland",2,10,9,8,10,1,9,9,5,1,8,6,Cautious,Family-Guided,9,1,6,6,5,Switzerland,Tier 2 (Top 100),83.3,10,7,96,346,671,8,3
838,Jacob,Wiley,brandon18@example.com,608-693-0817x97874,2000-06-19,Female,Nepal,Nepal,New Christianstad,Portuguese,2.6,High School,Law,Private,1254,8,True,"$75,000-$100,000",True,51227,22742,False,Government Funding,Media,1,3,3,4,Academia,"Switzerland,France,Australia,Sweden",10,9,3,2,7,5,10,3,5,2,4,8,Intuitive,Minimal Research,4,1,7,6,4,Sweden,Tier 3 (Top 200),66.7,9,1,145,220,573,4,1
839,Alyssa,Johnson,rjohnson@example.net,961-289-7456,2002-04-02,Female,Iran,Iran,New Brianside,Mandarin,2.57,High School,International Relations,International,310,0,True,"$75,000-$100,000",False,44419,15979,False,Family Savings,Energy,6,5,1,5,Technology,USA,6,8,8,3,6,6,1,5,1,3,6,9,Intuitive,Extensive Research,9,6,6,11,7,USA,Tier 4 (Below 200),63.6,3,3,64,205,526,9,5
840,Michelle,Garcia,bryanbautista@example.org,(706)516-4047,2000-01-28,Male,Brazil,Brazil,Victoriaberg,Russian,3.37,Bachelor's,Nursing,Private,1394,6,False,">$100,000",True,43057,11754,True,Personal Savings,Healthcare,6,6,4,7,Healthcare,"Netherlands,UK,Australia,Germany",1,5,8,6,9,1,1,1,5,6,9,5,Analytical,Peer-Influenced,3,8,1,9,0,,,0.0,5,15,176,226,347,10,5
841,Christina,Parsons,carolyn34@example.com,001-253-457-7459x58039,2000-12-21,Male,Brazil,Brazil,East Beth,Persian,3.23,High School,Psychology,Public,299,9,False,"$75,000-$100,000",True,46753,9257,True,Family Savings,Non-profit,4,4,8,1,Academia,"UK,Germany,Canada",5,5,10,7,9,7,4,10,1,1,1,5,Cautious,Family-Guided,10,9,1,7,6,UK,Tier 4 (Below 200),85.7,2,8,171,114,353,2,5
842,Robert,Hill,justinstafford@example.net,(245)432-4361x8637,2001-03-03,Male,Iran,Iran,West Steven,Swahili,3.94,Master's,Computer Science,Private,286,7,False,"$10,000-$25,000",False,39885,11558,False,Scholarship,Manufacturing,3,9,6,1,Academia,France,1,2,7,5,1,6,5,7,7,3,6,8,Decisive,Consultant-Dependent,3,6,4,9,1,France,Tier 2 (Top 100),11.1,3,3,122,236,637,9,8
843,Derek,Choi,amanda37@example.org,001-201-825-5264,1997-08-19,Other,Thailand,Thailand,Doughertyshire,Persian,3.43,Master's,Mathematics,International,309,0,False,"<$10,000",False,65725,24254,False,Mixed Sources,Healthcare,7,1,7,3,Technology,"Canada,Netherlands,UK",5,5,8,2,10,7,6,1,5,5,2,6,Collaborative,Multiple-Source,5,5,6,11,2,Canada,Tier 1 (Top 50),18.2,4,10,116,335,322,6,5
844,Todd,Duran,probinson@example.net,687.381.1595,1998-10-21,Male,Sri Lanka,Sri Lanka,West Mary,Korean,3.17,High School,Data Science,Public,339,0,False,"$25,000-$50,000",True,68526,23572,False,Educational Loan,Manufacturing,7,1,6,3,Government,"Germany,Singapore,UK,Japan",7,5,5,1,6,3,7,2,4,6,4,5,Collaborative,Technology-Assisted,6,6,7,4,4,UK,Tier 1 (Top 50),100.0,6,4,46,250,186,2,4
845,Sabrina,Lee,johnsonpenny@example.org,+1-465-304-1011,2002-05-18,Male,Turkey,Turkey,North Jonathan,French,3.85,High School,Nursing,Private,283,8,False,"$10,000-$25,000",True,43744,13123,False,Mixed Sources,Government,2,3,5,10,Healthcare,"Australia,Japan,Germany,USA",3,10,4,8,10,9,2,4,3,7,8,3,Pragmatic,Family-Guided,4,3,7,5,3,Germany,Tier 1 (Top 50),60.0,10,8,194,249,479,5,7
846,Timothy,Martin,jamesmichael@example.org,001-330-495-9941x3942,2003-05-29,Female,Ghana,Ghana,East Krista,Russian,3.42,Diploma,Marketing,Public,292,3,True,"$25,000-$50,000",False,25288,21214,False,Mixed Sources,Education,9,5,2,9,Technology,Singapore,6,4,7,7,2,8,9,4,3,1,4,2,Optimistic,Consultant-Dependent,4,2,8,10,0,,,0.0,5,6,72,184,72,4,9
847,Megan,Lee,jennifercarter@example.com,(264)373-3245,2000-11-01,Female,Kenya,Kenya,Danielsside,Italian,3.31,Diploma,Economics,Public,1327,2,False,"$75,000-$100,000",True,71932,11907,True,Mixed Sources,Legal,10,4,3,5,Government,"Australia,UK,Singapore",6,5,4,10,9,8,9,2,6,8,4,5,Intuitive,Technology-Assisted,10,2,1,9,6,UK,Tier 1 (Top 50),66.7,5,1,138,245,217,4,7
848,Christopher,White,nicholas83@example.com,(211)518-1803x568,1998-05-06,Other,Bangladesh,Bangladesh,North Sheilaburgh,Vietnamese,2.72,Bachelor's,Pharmacy,Private,301,6,False,">$100,000",True,71939,21967,True,Employer Sponsorship,Manufacturing,2,4,4,7,Academia,"USA,Netherlands,Canada",2,1,9,5,2,1,2,6,8,10,10,8,Analytical,Multiple-Source,3,10,9,4,0,,,0.0,4,10,166,274,687,6,3
849,Christopher,Clark,williamsdavid@example.net,397.217.6793,1998-07-23,Female,Nepal,Nepal,New Mark,Bengali,2.67,Diploma,Biotechnology,Private,1315,3,True,"<$10,000",False,20423,17193,False,Educational Loan,Media,4,10,3,10,Healthcare,Australia,10,1,10,3,3,1,1,6,7,3,7,1,Pragmatic,Extensive Research,3,5,8,7,5,Australia,Tier 1 (Top 50),71.4,4,15,177,259,668,9,9
850,Aaron,Mccarty,ryan44@example.org,936-626-8534,1998-03-20,Male,South Korea,South Korea,Francotown,Japanese,3.51,High School,Physics,Private,1594,8,True,"<$10,000",True,34445,16153,False,Scholarship,Non-profit,5,8,1,1,Government,"Germany,Australia,UK",9,9,7,5,8,6,10,5,8,9,1,1,Pragmatic,Peer-Influenced,5,7,4,9,6,UK,Tier 3 (Top 200),66.7,1,10,143,153,519,6,6
851,Teresa,Dixon,kenneth98@example.com,904.588.9442x161,1997-10-20,Male,Egypt,Egypt,Lake Andrea,Italian,2.58,Master's,Medicine,Public,1427,10,True,">$100,000",True,67009,15439,True,Government Funding,Media,6,10,5,3,Government,Germany,4,4,4,2,7,6,7,10,7,5,1,2,Analytical,Consultant-Dependent,5,7,1,4,4,Germany,Tier 2 (Top 100),100.0,3,11,61,136,364,3,1
852,Katherine,Mendez,kelsey80@example.net,231-348-4161x2878,2004-01-17,Male,Pakistan,Pakistan,South Mary,Russian,3.07,Master's,Biotechnology,Private,1481,2,False,"<$10,000",True,19181,23576,True,Educational Loan,Healthcare,8,2,1,3,Healthcare,"France,Sweden,Germany",1,6,2,10,9,10,6,1,9,2,10,1,Analytical,Technology-Assisted,7,8,4,8,2,France,Tier 4 (Below 200),25.0,7,13,116,145,403,10,6
853,Terry,Roberts,turnerrebecca@example.net,+1-817-757-7036x2230,1999-12-06,Female,Pakistan,Pakistan,Mackenzieborough,Thai,2.58,Diploma,Computer Science,Public,327,5,True,"$10,000-$25,000",False,53084,13492,True,Family Savings,Engineering,6,8,5,3,Finance,"Sweden,Germany,UK,Singapore",10,1,6,8,2,2,8,6,4,3,3,8,Pragmatic,Technology-Assisted,3,7,2,8,8,Singapore,Tier 2 (Top 100),100.0,2,8,143,349,566,10,2
854,Sarah,Lloyd,alyssa10@example.org,348-285-5729,2003-03-16,Male,Thailand,Thailand,South Jane,Spanish,2.97,Diploma,Finance,International,299,2,False,"$10,000-$25,000",True,74985,14681,True,Employer Sponsorship,Government,2,8,4,2,Academia,"UK,New Zealand,USA",7,7,10,6,2,5,6,1,9,6,8,1,Decisive,Self-Directed,1,2,2,10,6,UK,Tier 1 (Top 50),60.0,2,15,32,266,59,7,2
855,Justin,Johnson,daniel54@example.org,+1-907-581-7124x0096,2004-09-09,Female,India,India,North Edwinstad,Russian,3.91,Diploma,International Relations,Public,310,10,False,"$50,000-$75,000",False,15800,9004,False,Educational Loan,Healthcare,10,2,2,2,Government,"Germany,Canada,Netherlands",1,8,9,3,9,5,2,2,7,5,4,5,Collaborative,Self-Directed,2,2,5,10,5,Netherlands,Tier 2 (Top 100),50.0,3,15,84,232,476,3,5
856,John,Curry,browncarlos@example.com,497.505.4845x5468,2001-03-29,Female,China,China,West Philipton,Turkish,2.84,High School,Medicine,International,340,3,True,">$100,000",False,55198,12876,True,Government Funding,Engineering,5,7,9,10,Technology,"France,Canada,UK,Sweden",5,7,5,6,8,4,4,2,7,5,10,6,Analytical,Multiple-Source,1,6,5,4,0,,,0.0,3,12,64,273,698,2,4
857,Nicole,Porter,vgutierrez@example.org,(625)571-2403x82888,2001-05-21,Other,Egypt,Egypt,East Robert,Swahili,3.75,Diploma,Engineering,Public,308,7,True,"<$10,000",True,79482,8448,True,Personal Savings,Research,2,6,2,9,Finance,"Singapore,Germany,Sweden",5,8,4,4,10,5,4,6,10,8,4,7,Pragmatic,Extensive Research,2,7,9,8,2,Singapore,Tier 3 (Top 200),25.0,1,14,102,153,108,8,6
858,Travis,Ross,hawkinserica@example.net,923.273.0641,1999-07-02,Female,Egypt,Egypt,Michaelside,Urdu,3.54,High School,Data Science,International,1209,10,True,"$75,000-$100,000",True,36466,19609,False,Employer Sponsorship,Technology,10,6,4,2,Technology,"New Zealand,Canada,Switzerland,UK",9,5,8,3,3,7,7,9,1,7,4,10,Collaborative,Self-Directed,2,7,2,4,4,UK,Tier 1 (Top 50),100.0,9,6,78,48,681,7,3
859,Bradley,Snyder,dwaynemccall@example.net,(272)878-9038x6922,2006-05-03,Other,South Korea,South Korea,Palmerview,French,3.9,Master's,Data Science,International,288,2,True,"$10,000-$25,000",True,77624,10664,False,Educational Loan,Finance,6,7,1,8,Academia,"Sweden,Canada,France,USA",4,9,6,7,4,2,7,3,8,2,5,2,Decisive,Self-Directed,3,8,8,6,1,France,Tier 2 (Top 100),16.7,2,4,90,363,533,4,8
860,Nathaniel,Garcia,fgallegos@example.org,(903)968-1809x5829,2003-04-19,Female,Pakistan,Pakistan,East Shannon,Arabic,3.05,High School,Economics,Public,284,3,False,"$25,000-$50,000",True,79063,18790,True,Family Savings,Entrepreneurship,3,6,2,4,Healthcare,"Singapore,USA",10,6,6,9,1,8,8,10,10,4,7,5,Collaborative,Minimal Research,4,8,10,8,7,Singapore,Tier 2 (Top 100),87.5,10,3,66,296,671,2,7
861,William,Espinoza,heather69@example.net,248.822.6105x290,2006-12-19,Male,Indonesia,Indonesia,North Christineview,Bengali,2.99,Bachelor's,Data Science,Public,328,3,True,"$25,000-$50,000",False,78854,17139,False,Mixed Sources,Non-profit,5,2,9,3,Healthcare,"Australia,Canada",3,3,4,3,7,1,9,8,4,9,6,8,Analytical,Self-Directed,4,10,2,6,3,Australia,Tier 4 (Below 200),50.0,10,1,144,210,605,8,9
862,Stephanie,Robinson,jacobturner@example.net,363-574-7963,2006-08-13,Other,Thailand,Thailand,Stewartberg,English,2.51,Master's,Finance,Public,318,5,True,"<$10,000",False,21993,15598,False,Scholarship,Healthcare,8,9,9,9,Healthcare,"Germany,New Zealand,Switzerland",9,4,9,1,4,4,8,5,8,4,9,2,Intuitive,Family-Guided,4,8,1,7,4,Germany,Tier 4 (Below 200),57.1,8,7,53,186,405,6,5
863,Emily,Yoder,stephenmartin@example.com,+1-266-286-5977x52522,1998-08-09,Female,Pakistan,Pakistan,Kurtborough,Russian,3.5,Master's,Environmental Science,Public,281,1,True,">$100,000",True,48913,18551,False,Personal Savings,Technology,3,9,2,2,Academia,"Sweden,Japan,New Zealand",9,3,6,9,6,8,6,4,8,2,6,7,Flexible,Consultant-Dependent,6,4,4,3,3,Sweden,Tier 4 (Below 200),100.0,4,13,14,225,450,7,8
864,Kevin,Ramirez,kellyfisher@example.com,327-722-4620,2004-01-01,Female,India,India,Port Codyburgh,Russian,3.39,Bachelor's,Biotechnology,Public,326,5,False,"$25,000-$50,000",True,30097,23979,True,Mixed Sources,Government,10,2,7,6,Healthcare,"USA,Australia,Sweden,Singapore",1,7,2,9,10,10,3,1,1,5,6,9,Collaborative,Extensive Research,8,3,2,9,2,Singapore,Tier 3 (Top 200),22.2,8,14,79,259,335,3,5
865,Jennifer,Davidson,westdevin@example.net,7252880335,1998-01-28,Other,India,India,North Marie,German,3.0,Diploma,Electrical Engineering,Private,304,0,False,">$100,000",True,23479,8793,True,Scholarship,Legal,8,3,6,7,Government,New Zealand,6,8,9,10,5,1,4,6,6,1,9,2,Optimistic,Self-Directed,5,6,7,8,7,New Zealand,Tier 2 (Top 100),87.5,1,12,188,305,111,8,5
866,Randy,Rocha,cathythompson@example.org,001-955-815-5242x987,1997-10-27,Male,Nepal,Nepal,Michaelland,Japanese,2.57,Diploma,Psychology,Private,321,4,False,"$75,000-$100,000",True,17322,8787,False,Employer Sponsorship,Healthcare,4,5,4,5,Academia,Germany,1,6,9,1,8,7,8,1,10,2,5,5,Optimistic,Technology-Assisted,5,9,5,3,0,,,0.0,4,1,20,180,68,1,5
867,Angela,Jones,ballblake@example.com,836.868.1542,2005-06-25,Female,Vietnam,Vietnam,North Ericville,English,3.11,Master's,Chemistry,Private,1482,1,False,"$50,000-$75,000",False,23817,18363,False,Family Savings,Government,7,1,7,5,Government,Australia,9,1,8,10,8,6,2,2,9,2,3,2,Optimistic,Technology-Assisted,3,6,1,11,1,Australia,Tier 1 (Top 50),9.1,6,6,154,198,646,1,5
868,Eric,Zamora,oyang@example.org,+1-556-999-5631x9613,1997-01-12,Other,Turkey,Turkey,West Davidstad,Russian,3.82,Bachelor's,Engineering,Private,333,10,True,">$100,000",True,65914,13121,False,Personal Savings,Energy,4,2,5,8,Academia,"Netherlands,Sweden,USA,Canada",6,5,7,2,3,7,9,5,5,5,7,10,Optimistic,Self-Directed,6,9,10,5,2,Sweden,Tier 1 (Top 50),40.0,2,11,88,73,710,9,4
869,Kelly,Mcdonald,austin16@example.com,240.258.3565x9509,2000-06-17,Other,Mexico,Mexico,Port Michael,Korean,3.97,High School,Nursing,Public,1336,9,True,"$75,000-$100,000",False,16311,8162,False,Family Savings,Entrepreneurship,5,7,7,3,Academia,"Switzerland,Germany,Netherlands",4,10,3,5,10,9,9,8,9,1,8,4,Pragmatic,Multiple-Source,8,7,5,12,7,Switzerland,Tier 3 (Top 200),58.3,3,15,62,261,573,1,6
870,Robert,Carter,laurierojas@example.com,(997)363-1066x69096,2003-01-03,Female,South Korea,South Korea,Byrdtown,Thai,3.15,Diploma,Engineering,Public,307,10,False,">$100,000",True,53556,11948,False,Mixed Sources,Entrepreneurship,4,6,8,8,Government,"Netherlands,Germany",3,6,10,10,2,4,2,8,7,10,8,1,Cautious,Multiple-Source,8,6,10,4,0,,,0.0,4,11,105,364,476,4,10
871,Edward,Gibbs,allenjordan@example.com,996-554-5959x4124,2007-02-28,Female,Vietnam,Vietnam,South Alicialand,Japanese,3.71,Bachelor's,Economics,Public,309,0,False,"$25,000-$50,000",True,60692,10803,True,Employer Sponsorship,Consulting,6,5,6,4,Technology,"New Zealand,Germany,USA",10,10,9,6,8,8,6,3,6,7,4,8,Flexible,Self-Directed,9,5,6,8,5,New Zealand,Tier 2 (Top 100),62.5,6,12,181,365,514,7,7
872,Matthew,Bell,mullenjohn@example.org,861-536-7694,2000-06-10,Male,Indonesia,Indonesia,Dawnmouth,Italian,2.7,Master's,Marketing,Public,324,6,False,"$50,000-$75,000",False,59056,24630,True,Government Funding,Real Estate,9,8,8,8,Academia,Japan,9,10,5,3,5,7,7,1,4,7,7,10,Analytical,Peer-Influenced,8,7,5,7,2,Japan,Tier 4 (Below 200),28.6,10,11,163,176,231,6,1
873,Ronald,Morris,rhoward@example.com,(983)751-3013x7884,2002-09-28,Male,Indonesia,Indonesia,Port Philipland,Portuguese,2.66,Bachelor's,Environmental Science,International,316,4,True,"<$10,000",False,27651,22035,True,Educational Loan,Entrepreneurship,6,1,8,5,Healthcare,"Canada,France,New Zealand,Japan",6,1,2,7,3,10,2,6,7,10,8,9,Analytical,Minimal Research,10,9,3,6,0,,,0.0,2,8,181,53,51,9,2
874,Shawn,Williams,harrismatthew@example.net,3215160008,1997-09-14,Female,Nepal,Nepal,Morenoview,Dutch,3.64,Bachelor's,Pharmacy,Private,1344,6,False,"<$10,000",True,60659,20430,False,Educational Loan,Manufacturing,10,6,4,10,Finance,UK,3,10,5,7,4,5,1,4,2,2,9,3,Pragmatic,Consultant-Dependent,5,7,6,12,5,UK,Tier 1 (Top 50),41.7,6,2,31,364,178,1,4
875,Amber,Aguirre,wrightjorge@example.net,+1-602-277-5877x11644,1996-09-20,Other,Sri Lanka,Sri Lanka,West Brendanton,Vietnamese,3.58,High School,Data Science,Public,335,7,True,"$75,000-$100,000",False,40225,15940,False,Employer Sponsorship,Government,8,4,8,8,Academia,"Singapore,Switzerland,France",1,4,1,3,4,8,8,3,2,8,10,4,Intuitive,Multiple-Source,3,6,1,8,5,Singapore,Tier 3 (Top 200),62.5,5,4,50,247,484,10,10
876,Robert,Alvarez,angela76@example.net,+1-793-241-2805x5896,1999-06-21,Other,Thailand,Thailand,Webbland,Hindi,3.35,Bachelor's,Data Science,International,1504,0,False,"$75,000-$100,000",False,43995,13431,True,Employer Sponsorship,Non-profit,8,8,2,3,Academia,"Sweden,Switzerland,Netherlands",10,2,1,5,5,1,8,7,3,10,7,10,Optimistic,Technology-Assisted,3,5,2,8,7,Switzerland,Tier 1 (Top 50),87.5,5,4,29,293,81,3,1
